[loci]= 101865

[populations]=2

[pop]=1
1	30	2	30	0
2	28	2	27	1
3	22	2	21	1
4	26	2	0	26
5	32	2	32	0
6	32	2	32	0
7	36	2	31	5
8	36	2	31	5
9	34	2	30	4
10	36	2	31	5
11	32	2	28	4
12	30	2	30	0
13	30	2	25	5
14	30	2	26	4
15	30	2	30	0
16	40	2	35	5
17	32	2	30	2
18	24	2	22	2
19	30	2	28	2
20	28	2	26	2
21	26	2	23	3
22	26	2	22	4
23	30	2	26	4
24	30	2	21	9
25	30	2	30	0
26	34	2	34	0
27	34	2	34	0
28	38	2	30	8
29	38	2	35	3
30	34	2	30	4
31	32	2	28	4
32	36	2	31	5
33	26	2	26	0
34	24	2	17	7
35	28	2	21	7
36	34	2	30	4
37	34	2	34	0
38	36	2	36	0
39	40	2	30	10
40	38	2	38	0
41	40	2	37	3
42	40	2	37	3
43	40	2	20	20
44	40	2	40	0
45	34	2	34	0
46	36	2	16	20
47	28	2	28	0
48	30	2	30	0
49	32	2	17	15
50	34	2	31	3
51	36	2	36	0
52	14	2	14	0
53	14	2	9	5
54	24	2	21	3
55	24	2	12	12
56	26	2	23	3
57	24	2	20	4
58	36	2	33	3
59	36	2	31	5
60	36	2	25	11
61	36	2	30	6
62	34	2	34	0
63	34	2	24	10
64	36	2	31	5
65	34	2	29	5
66	36	2	31	5
67	36	2	36	0
68	36	2	36	0
69	36	2	31	5
70	36	2	32	4
71	34	2	30	4
72	36	2	32	4
73	38	2	28	10
74	34	2	30	4
75	34	2	31	3
76	36	2	33	3
77	36	2	21	15
78	36	2	36	0
79	36	2	36	0
80	34	2	19	15
81	34	2	34	0
82	36	2	36	0
83	36	2	36	0
84	36	2	36	0
85	34	2	34	0
86	38	2	38	0
87	38	2	38	0
88	26	2	26	0
89	14	2	10	4
90	14	2	12	2
91	26	2	25	1
92	28	2	28	0
93	30	2	30	0
94	32	2	32	0
95	32	2	32	0
96	32	2	32	0
97	36	2	19	17
98	36	2	31	5
99	36	2	36	0
100	36	2	28	8
101	36	2	36	0
102	36	2	33	3
103	36	2	28	8
104	36	2	36	0
105	38	2	28	10
106	38	2	38	0
107	40	2	35	5
108	40	2	34	6
109	40	2	28	12
110	40	2	30	10
111	40	2	40	0
112	40	2	32	8
113	40	2	28	12
114	40	2	31	9
115	40	2	36	4
116	40	2	38	2
117	40	2	31	9
118	40	2	38	2
119	40	2	37	3
120	40	2	40	0
121	40	2	31	9
122	40	2	38	2
123	40	2	36	4
124	40	2	35	5
125	40	2	37	3
126	40	2	37	3
127	40	2	34	6
128	40	2	26	14
129	38	2	35	3
130	40	2	40	0
131	40	2	40	0
132	40	2	40	0
133	40	2	33	7
134	40	2	40	0
135	40	2	40	0
136	40	2	33	7
137	40	2	40	0
138	40	2	40	0
139	40	2	29	11
140	40	2	40	0
141	32	2	25	7
142	34	2	34	0
143	30	2	28	2
144	34	2	34	0
145	36	2	36	0
146	32	2	29	3
147	34	2	29	5
148	32	2	29	3
149	30	2	30	0
150	28	2	25	3
151	28	2	17	11
152	30	2	27	3
153	32	2	28	4
154	32	2	25	7
155	34	2	30	4
156	34	2	31	3
157	34	2	34	0
158	34	2	29	5
159	34	2	23	11
160	34	2	31	3
161	32	2	28	4
162	30	2	25	5
163	30	2	28	2
164	24	2	21	3
165	24	2	24	0
166	24	2	23	1
167	26	2	17	9
168	22	2	20	2
169	20	2	19	1
170	20	2	19	1
171	18	2	17	1
172	18	2	18	0
173	18	2	18	0
174	18	2	17	1
175	16	2	12	4
176	14	2	14	0
177	10	2	9	1
178	12	2	12	0
179	12	2	8	4
180	18	2	16	2
181	20	2	19	1
182	18	2	11	7
183	20	2	18	2
184	18	2	11	7
185	18	2	18	0
186	18	2	17	1
187	18	2	17	1
188	18	2	17	1
189	18	2	18	0
190	20	2	17	3
191	20	2	19	1
192	22	2	21	1
193	22	2	17	5
194	22	2	21	1
195	22	2	20	2
196	22	2	20	2
197	22	2	20	2
198	22	2	20	2
199	22	2	22	0
200	22	2	22	0
201	24	2	19	5
202	24	2	23	1
203	22	2	21	1
204	26	2	25	1
205	26	2	22	4
206	26	2	22	4
207	28	2	17	11
208	22	2	17	5
209	24	2	22	2
210	18	2	16	2
211	18	2	17	1
212	20	2	18	2
213	22	2	22	0
214	26	2	23	3
215	26	2	23	3
216	26	2	26	0
217	26	2	24	2
218	26	2	26	0
219	16	2	14	2
220	16	2	5	11
221	30	2	23	7
222	26	2	25	1
223	24	2	15	9
224	24	2	22	2
225	14	2	12	2
226	12	2	12	0
227	12	2	12	0
228	14	2	14	0
229	14	2	14	0
230	14	2	14	0
231	10	2	10	0
232	10	2	10	0
233	16	2	11	5
234	16	2	11	5
235	18	2	17	1
236	18	2	18	0
237	18	2	13	5
238	18	2	13	5
239	12	2	12	0
240	24	2	23	1
241	24	2	24	0
242	24	2	23	1
243	22	2	18	4
244	30	2	30	0
245	28	2	23	5
246	28	2	28	0
247	28	2	28	0
248	30	2	30	0
249	24	2	12	12
250	20	2	18	2
251	16	2	11	5
252	16	2	11	5
253	16	2	12	4
254	16	2	12	4
255	12	2	9	3
256	10	2	7	3
257	18	2	16	2
258	18	2	16	2
259	16	2	14	2
260	14	2	12	2
261	14	2	12	2
262	14	2	12	2
263	16	2	15	1
264	26	2	24	2
265	32	2	26	6
266	34	2	28	6
267	36	2	32	4
268	36	2	36	0
269	36	2	31	5
270	36	2	30	6
271	36	2	29	7
272	36	2	28	8
273	36	2	28	8
274	36	2	30	6
275	36	2	29	7
276	30	2	19	11
277	28	2	28	0
278	30	2	30	0
279	26	2	19	7
280	28	2	28	0
281	28	2	28	0
282	34	2	34	0
283	36	2	36	0
284	30	2	18	12
285	32	2	23	9
286	32	2	32	0
287	32	2	32	0
288	32	2	20	12
289	26	2	19	7
290	24	2	22	2
291	18	2	12	6
292	18	2	18	0
293	20	2	18	2
294	20	2	18	2
295	14	2	14	0
296	28	2	28	0
297	28	2	28	0
298	20	2	18	2
299	32	2	32	0
300	30	2	21	9
301	30	2	21	9
302	28	2	18	10
303	22	2	14	8
304	20	2	14	6
305	20	2	17	3
306	20	2	20	0
307	20	2	20	0
308	26	2	15	11
309	26	2	26	0
310	28	2	27	1
311	30	2	30	0
312	32	2	29	3
313	38	2	31	7
314	38	2	31	7
315	38	2	31	7
316	38	2	38	0
317	36	2	31	5
318	36	2	30	6
319	38	2	28	10
320	38	2	28	10
321	38	2	27	11
322	40	2	30	10
323	40	2	37	3
324	34	2	23	11
325	40	2	33	7
326	40	2	29	11
327	40	2	40	0
328	40	2	40	0
329	38	2	32	6
330	36	2	30	6
331	34	2	34	0
332	34	2	28	6
333	34	2	28	6
334	26	2	21	5
335	28	2	27	1
336	24	2	12	12
337	20	2	17	3
338	20	2	17	3
339	20	2	11	9
340	20	2	16	4
341	24	2	24	0
342	28	2	24	4
343	28	2	25	3
344	28	2	25	3
345	28	2	27	1
346	26	2	23	3
347	26	2	23	3
348	28	2	25	3
349	26	2	24	2
350	18	2	16	2
351	36	2	29	7
352	30	2	26	4
353	20	2	17	3
354	22	2	18	4
355	20	2	18	2
356	18	2	15	3
357	18	2	16	2
358	18	2	16	2
359	18	2	18	0
360	16	2	16	0
361	20	2	20	0
362	20	2	18	2
363	20	2	20	0
364	20	2	17	3
365	20	2	20	0
366	22	2	21	1
367	20	2	19	1
368	20	2	20	0
369	22	2	21	1
370	22	2	22	0
371	22	2	22	0
372	22	2	18	4
373	22	2	22	0
374	22	2	15	7
375	22	2	22	0
376	22	2	19	3
377	22	2	22	0
378	22	2	16	6
379	22	2	5	17
380	22	2	19	3
381	22	2	21	1
382	24	2	23	1
383	24	2	19	5
384	24	2	19	5
385	24	2	23	1
386	22	2	22	0
387	22	2	20	2
388	24	2	20	4
389	26	2	25	1
390	24	2	23	1
391	22	2	16	6
392	24	2	18	6
393	28	2	27	1
394	28	2	25	3
395	26	2	21	5
396	24	2	23	1
397	28	2	23	5
398	28	2	28	0
399	28	2	28	0
400	26	2	17	9
401	26	2	22	4
402	26	2	21	5
403	24	2	19	5
404	26	2	22	4
405	24	2	18	6
406	26	2	25	1
407	24	2	20	4
408	22	2	18	4
409	22	2	20	2
410	22	2	16	6
411	22	2	20	2
412	22	2	20	2
413	20	2	18	2
414	18	2	11	7
415	16	2	16	0
416	16	2	16	0
417	16	2	16	0
418	16	2	14	2
419	18	2	18	0
420	18	2	18	0
421	18	2	18	0
422	20	2	13	7
423	18	2	16	2
424	18	2	7	11
425	20	2	20	0
426	22	2	20	2
427	22	2	17	5
428	22	2	20	2
429	20	2	18	2
430	18	2	17	1
431	12	2	10	2
432	16	2	15	1
433	24	2	20	4
434	34	2	29	5
435	30	2	22	8
436	30	2	22	8
437	30	2	21	9
438	32	2	10	22
439	34	2	24	10
440	32	2	17	15
441	32	2	29	3
442	22	2	13	9
443	32	2	30	2
444	34	2	29	5
445	34	2	34	0
446	34	2	30	4
447	34	2	17	17
448	24	2	23	1
449	22	2	21	1
450	24	2	24	0
451	24	2	24	0
452	22	2	15	7
453	24	2	24	0
454	26	2	22	4
455	24	2	23	1
456	24	2	24	0
457	24	2	24	0
458	20	2	4	16
459	22	2	22	0
460	18	2	17	1
461	22	2	20	2
462	22	2	20	2
463	24	2	17	7
464	20	2	20	0
465	24	2	21	3
466	20	2	16	4
467	22	2	22	0
468	18	2	18	0
469	16	2	14	2
470	16	2	14	2
471	16	2	13	3
472	14	2	13	1
473	14	2	14	0
474	14	2	13	1
475	14	2	13	1
476	14	2	14	0
477	14	2	12	2
478	16	2	12	4
479	16	2	14	2
480	16	2	16	0
481	16	2	16	0
482	24	2	24	0
483	24	2	24	0
484	24	2	23	1
485	24	2	23	1
486	20	2	15	5
487	24	2	24	0
488	22	2	16	6
489	22	2	17	5
490	22	2	21	1
491	20	2	20	0
492	22	2	18	4
493	22	2	22	0
494	14	2	14	0
495	16	2	8	8
496	22	2	22	0
497	22	2	17	5
498	24	2	16	8
499	22	2	21	1
500	22	2	17	5
501	26	2	12	14
502	26	2	19	7
503	26	2	26	0
504	24	2	24	0
505	26	2	21	5
506	22	2	16	6
507	20	2	19	1
508	18	2	18	0
509	22	2	19	3
510	32	2	32	0
511	32	2	29	3
512	32	2	19	13
513	34	2	29	5
514	34	2	29	5
515	34	2	32	2
516	36	2	32	4
517	32	2	30	2
518	32	2	27	5
519	38	2	34	4
520	36	2	32	4
521	38	2	35	3
522	32	2	32	0
523	32	2	32	0
524	34	2	34	0
525	36	2	32	4
526	36	2	29	7
527	34	2	34	0
528	34	2	32	2
529	36	2	36	0
530	38	2	35	3
531	38	2	38	0
532	40	2	40	0
533	38	2	38	0
534	24	2	18	6
535	28	2	28	0
536	28	2	26	2
537	28	2	28	0
538	26	2	26	0
539	30	2	14	16
540	30	2	30	0
541	32	2	32	0
542	32	2	10	22
543	28	2	28	0
544	34	2	29	5
545	34	2	31	3
546	36	2	36	0
547	34	2	31	3
548	34	2	31	3
549	36	2	33	3
550	38	2	38	0
551	38	2	38	0
552	38	2	38	0
553	36	2	33	3
554	36	2	33	3
555	36	2	32	4
556	36	2	36	0
557	36	2	15	21
558	36	2	29	7
559	38	2	38	0
560	38	2	38	0
561	38	2	38	0
562	38	2	38	0
563	36	2	36	0
564	36	2	36	0
565	34	2	34	0
566	34	2	34	0
567	36	2	36	0
568	36	2	36	0
569	38	2	38	0
570	38	2	35	3
571	36	2	36	0
572	36	2	36	0
573	36	2	36	0
574	36	2	15	21
575	36	2	36	0
576	36	2	36	0
577	36	2	36	0
578	36	2	16	20
579	36	2	36	0
580	36	2	32	4
581	36	2	31	5
582	36	2	36	0
583	36	2	33	3
584	34	2	34	0
585	36	2	36	0
586	30	2	27	3
587	30	2	30	0
588	30	2	28	2
589	30	2	30	0
590	30	2	9	21
591	28	2	28	0
592	30	2	26	4
593	26	2	26	0
594	28	2	28	0
595	26	2	23	3
596	26	2	26	0
597	30	2	28	2
598	30	2	30	0
599	32	2	32	0
600	34	2	10	24
601	34	2	31	3
602	34	2	34	0
603	34	2	34	0
604	34	2	32	2
605	36	2	33	3
606	36	2	36	0
607	36	2	33	3
608	36	2	36	0
609	36	2	36	0
610	36	2	10	26
611	38	2	35	3
612	38	2	38	0
613	38	2	35	3
614	38	2	35	3
615	40	2	40	0
616	40	2	40	0
617	36	2	16	20
618	40	2	40	0
619	38	2	34	4
620	38	2	38	0
621	36	2	30	6
622	38	2	38	0
623	38	2	38	0
624	38	2	38	0
625	38	2	21	17
626	38	2	38	0
627	38	2	3	35
628	34	2	34	0
629	36	2	32	4
630	34	2	32	2
631	36	2	36	0
632	36	2	36	0
633	38	2	35	3
634	28	2	20	8
635	38	2	32	6
636	38	2	34	4
637	38	2	34	4
638	38	2	38	0
639	38	2	34	4
640	36	2	26	10
641	36	2	33	3
642	36	2	29	7
643	36	2	27	9
644	36	2	24	12
645	36	2	36	0
646	36	2	10	26
647	36	2	18	18
648	36	2	32	4
649	36	2	36	0
650	36	2	36	0
651	38	2	34	4
652	34	2	10	24
653	36	2	36	0
654	38	2	38	0
655	40	2	40	0
656	40	2	40	0
657	38	2	29	9
658	36	2	36	0
659	34	2	21	13
660	22	2	20	2
661	22	2	19	3
662	22	2	19	3
663	22	2	20	2
664	36	2	33	3
665	38	2	33	5
666	34	2	30	4
667	38	2	35	3
668	40	2	40	0
669	40	2	40	0
670	36	2	36	0
671	36	2	32	4
672	36	2	36	0
673	34	2	34	0
674	34	2	34	0
675	28	2	28	0
676	34	2	27	7
677	34	2	34	0
678	38	2	34	4
679	38	2	38	0
680	38	2	35	3
681	38	2	34	4
682	38	2	38	0
683	36	2	30	6
684	36	2	36	0
685	36	2	36	0
686	38	2	38	0
687	38	2	38	0
688	38	2	38	0
689	40	2	15	25
690	40	2	36	4
691	40	2	36	4
692	40	2	40	0
693	40	2	36	4
694	40	2	35	5
695	40	2	40	0
696	40	2	40	0
697	40	2	40	0
698	40	2	40	0
699	36	2	36	0
700	36	2	36	0
701	38	2	33	5
702	38	2	33	5
703	40	2	36	4
704	38	2	35	3
705	30	2	27	3
706	38	2	35	3
707	34	2	13	21
708	36	2	36	0
709	36	2	36	0
710	34	2	34	0
711	38	2	21	17
712	38	2	38	0
713	38	2	20	18
714	32	2	13	19
715	32	2	32	0
716	32	2	22	10
717	32	2	18	14
718	32	2	21	11
719	30	2	30	0
720	20	2	13	7
721	28	2	28	0
722	18	2	4	14
723	18	2	18	0
724	30	2	25	5
725	30	2	25	5
726	30	2	30	0
727	32	2	26	6
728	34	2	28	6
729	32	2	32	0
730	34	2	29	5
731	34	2	34	0
732	34	2	28	6
733	34	2	34	0
734	34	2	34	0
735	34	2	34	0
736	34	2	16	18
737	36	2	36	0
738	36	2	26	10
739	36	2	36	0
740	38	2	16	22
741	38	2	38	0
742	38	2	38	0
743	38	2	33	5
744	36	2	36	0
745	38	2	33	5
746	38	2	33	5
747	38	2	38	0
748	40	2	35	5
749	40	2	35	5
750	38	2	38	0
751	40	2	35	5
752	40	2	40	0
753	40	2	40	0
754	40	2	37	3
755	40	2	37	3
756	40	2	24	16
757	40	2	37	3
758	40	2	37	3
759	40	2	36	4
760	40	2	35	5
761	40	2	36	4
762	40	2	35	5
763	40	2	36	4
764	40	2	36	4
765	40	2	40	0
766	40	2	40	0
767	40	2	36	4
768	38	2	33	5
769	38	2	38	0
770	38	2	38	0
771	38	2	36	2
772	40	2	38	2
773	40	2	40	0
774	40	2	38	2
775	40	2	40	0
776	40	2	34	6
777	36	2	36	0
778	36	2	36	0
779	36	2	36	0
780	36	2	36	0
781	36	2	36	0
782	36	2	32	4
783	36	2	36	0
784	36	2	16	20
785	38	2	38	0
786	38	2	38	0
787	38	2	15	23
788	38	2	38	0
789	38	2	35	3
790	34	2	34	0
791	34	2	34	0
792	34	2	34	0
793	34	2	34	0
794	34	2	28	6
795	36	2	36	0
796	22	2	20	2
797	38	2	38	0
798	40	2	40	0
799	38	2	38	0
800	40	2	40	0
801	38	2	38	0
802	34	2	18	16
803	34	2	34	0
804	34	2	18	16
805	40	2	37	3
806	40	2	37	3
807	40	2	37	3
808	40	2	19	21
809	40	2	37	3
810	40	2	40	0
811	40	2	40	0
812	40	2	27	13
813	40	2	37	3
814	40	2	40	0
815	40	2	33	7
816	40	2	32	8
817	40	2	23	17
818	40	2	24	16
819	40	2	24	16
820	40	2	31	9
821	40	2	22	18
822	40	2	30	10
823	40	2	23	17
824	40	2	32	8
825	40	2	22	18
826	40	2	34	6
827	40	2	36	4
828	40	2	37	3
829	40	2	40	0
830	40	2	40	0
831	40	2	34	6
832	40	2	36	4
833	40	2	40	0
834	40	2	38	2
835	40	2	34	6
836	40	2	22	18
837	40	2	34	6
838	40	2	36	4
839	40	2	36	4
840	40	2	40	0
841	40	2	35	5
842	40	2	35	5
843	40	2	40	0
844	40	2	37	3
845	40	2	40	0
846	40	2	20	20
847	40	2	40	0
848	40	2	34	6
849	40	2	22	18
850	40	2	38	2
851	40	2	28	12
852	40	2	37	3
853	40	2	40	0
854	40	2	35	5
855	40	2	38	2
856	40	2	37	3
857	40	2	35	5
858	40	2	32	8
859	40	2	36	4
860	40	2	24	16
861	40	2	30	10
862	40	2	34	6
863	40	2	38	2
864	40	2	36	4
865	40	2	37	3
866	40	2	29	11
867	40	2	35	5
868	40	2	19	21
869	40	2	40	0
870	40	2	23	17
871	40	2	21	19
872	40	2	25	15
873	40	2	36	4
874	40	2	27	13
875	40	2	36	4
876	40	2	40	0
877	40	2	27	13
878	40	2	36	4
879	40	2	40	0
880	40	2	27	13
881	40	2	36	4
882	40	2	40	0
883	40	2	40	0
884	40	2	30	10
885	40	2	38	2
886	40	2	40	0
887	40	2	23	17
888	40	2	37	3
889	40	2	40	0
890	40	2	40	0
891	40	2	26	14
892	40	2	40	0
893	40	2	24	16
894	40	2	37	3
895	36	2	31	5
896	40	2	29	11
897	40	2	38	2
898	40	2	32	8
899	40	2	34	6
900	40	2	40	0
901	40	2	34	6
902	38	2	38	0
903	38	2	33	5
904	38	2	36	2
905	38	2	33	5
906	38	2	38	0
907	38	2	27	11
908	38	2	38	0
909	40	2	38	2
910	38	2	38	0
911	38	2	14	24
912	38	2	38	0
913	38	2	38	0
914	38	2	24	14
915	40	2	31	9
916	40	2	40	0
917	40	2	40	0
918	38	2	14	24
919	38	2	36	2
920	38	2	38	0
921	38	2	35	3
922	40	2	40	0
923	40	2	36	4
924	40	2	37	3
925	40	2	36	4
926	40	2	37	3
927	40	2	40	0
928	40	2	38	2
929	40	2	40	0
930	38	2	38	0
931	38	2	36	2
932	38	2	36	2
933	38	2	36	2
934	38	2	38	0
935	38	2	36	2
936	38	2	38	0
937	38	2	38	0
938	38	2	38	0
939	38	2	38	0
940	38	2	38	0
941	38	2	38	0
942	38	2	36	2
943	38	2	36	2
944	38	2	38	0
945	38	2	36	2
946	38	2	35	3
947	38	2	35	3
948	38	2	38	0
949	38	2	38	0
950	38	2	35	3
951	38	2	38	0
952	40	2	40	0
953	40	2	40	0
954	40	2	40	0
955	40	2	40	0
956	40	2	40	0
957	40	2	40	0
958	40	2	22	18
959	40	2	40	0
960	40	2	40	0
961	40	2	40	0
962	40	2	38	2
963	38	2	38	0
964	36	2	36	0
965	36	2	23	13
966	36	2	3	33
967	38	2	22	16
968	38	2	36	2
969	40	2	40	0
970	40	2	21	19
971	38	2	36	2
972	38	2	36	2
973	38	2	38	0
974	38	2	21	17
975	40	2	40	0
976	38	2	38	0
977	40	2	40	0
978	40	2	40	0
979	38	2	38	0
980	38	2	38	0
981	36	2	36	0
982	36	2	36	0
983	38	2	38	0
984	38	2	38	0
985	38	2	18	20
986	40	2	40	0
987	40	2	40	0
988	40	2	40	0
989	40	2	40	0
990	40	2	40	0
991	40	2	40	0
992	38	2	38	0
993	38	2	38	0
994	38	2	35	3
995	34	2	34	0
996	38	2	36	2
997	38	2	38	0
998	38	2	36	2
999	38	2	36	2
1000	38	2	36	2
1001	38	2	36	2
1002	38	2	38	0
1003	38	2	32	6
1004	38	2	38	0
1005	38	2	38	0
1006	40	2	20	20
1007	40	2	40	0
1008	40	2	40	0
1009	40	2	40	0
1010	40	2	20	20
1011	38	2	34	4
1012	38	2	34	4
1013	38	2	35	3
1014	40	2	34	6
1015	40	2	38	2
1016	40	2	40	0
1017	40	2	40	0
1018	40	2	40	0
1019	40	2	40	0
1020	40	2	34	6
1021	40	2	34	6
1022	40	2	34	6
1023	40	2	30	10
1024	40	2	28	12
1025	40	2	29	11
1026	40	2	23	17
1027	40	2	37	3
1028	40	2	40	0
1029	40	2	40	0
1030	40	2	28	12
1031	40	2	24	16
1032	40	2	28	12
1033	40	2	40	0
1034	40	2	28	12
1035	40	2	40	0
1036	40	2	38	2
1037	40	2	31	9
1038	38	2	31	7
1039	38	2	31	7
1040	38	2	33	5
1041	38	2	33	5
1042	40	2	34	6
1043	40	2	28	12
1044	40	2	28	12
1045	40	2	30	10
1046	40	2	30	10
1047	38	2	38	0
1048	38	2	31	7
1049	40	2	30	10
1050	40	2	32	8
1051	40	2	32	8
1052	40	2	29	11
1053	40	2	38	2
1054	40	2	31	9
1055	40	2	40	0
1056	40	2	29	11
1057	40	2	32	8
1058	40	2	32	8
1059	40	2	33	7
1060	40	2	33	7
1061	40	2	40	0
1062	38	2	30	8
1063	38	2	30	8
1064	40	2	25	15
1065	40	2	35	5
1066	40	2	35	5
1067	40	2	40	0
1068	40	2	34	6
1069	40	2	40	0
1070	40	2	40	0
1071	40	2	40	0
1072	40	2	38	2
1073	40	2	4	36
1074	40	2	40	0
1075	40	2	40	0
1076	40	2	40	0
1077	40	2	40	0
1078	40	2	40	0
1079	40	2	40	0
1080	40	2	40	0
1081	40	2	40	0
1082	40	2	31	9
1083	40	2	30	10
1084	40	2	30	10
1085	40	2	37	3
1086	40	2	40	0
1087	40	2	32	8
1088	40	2	40	0
1089	40	2	22	18
1090	38	2	38	0
1091	40	2	34	6
1092	40	2	35	5
1093	40	2	35	5
1094	40	2	40	0
1095	40	2	35	5
1096	40	2	34	6
1097	40	2	34	6
1098	40	2	36	4
1099	40	2	40	0
1100	40	2	35	5
1101	40	2	40	0
1102	40	2	40	0
1103	40	2	30	10
1104	40	2	29	11
1105	38	2	27	11
1106	38	2	27	11
1107	38	2	29	9
1108	38	2	26	12
1109	38	2	38	0
1110	38	2	38	0
1111	38	2	38	0
1112	38	2	26	12
1113	38	2	38	0
1114	38	2	38	0
1115	40	2	26	14
1116	40	2	27	13
1117	40	2	38	2
1118	40	2	28	12
1119	40	2	29	11
1120	40	2	29	11
1121	40	2	29	11
1122	40	2	40	0
1123	40	2	29	11
1124	38	2	33	5
1125	40	2	36	4
1126	40	2	36	4
1127	38	2	33	5
1128	40	2	25	15
1129	40	2	40	0
1130	40	2	40	0
1131	40	2	36	4
1132	40	2	30	10
1133	40	2	30	10
1134	40	2	24	16
1135	38	2	32	6
1136	38	2	38	0
1137	38	2	17	21
1138	40	2	40	0
1139	40	2	19	21
1140	38	2	36	2
1141	38	2	32	6
1142	40	2	31	9
1143	40	2	40	0
1144	40	2	37	3
1145	40	2	27	13
1146	40	2	31	9
1147	40	2	40	0
1148	40	2	27	13
1149	40	2	35	5
1150	40	2	29	11
1151	40	2	40	0
1152	40	2	29	11
1153	40	2	28	12
1154	40	2	27	13
1155	40	2	31	9
1156	38	2	21	17
1157	38	2	31	7
1158	36	2	29	7
1159	38	2	38	0
1160	36	2	29	7
1161	38	2	31	7
1162	38	2	31	7
1163	38	2	33	5
1164	34	2	25	9
1165	34	2	29	5
1166	34	2	34	0
1167	36	2	36	0
1168	38	2	38	0
1169	36	2	36	0
1170	36	2	36	0
1171	40	2	38	2
1172	36	2	16	20
1173	38	2	38	0
1174	38	2	33	5
1175	40	2	40	0
1176	40	2	31	9
1177	40	2	30	10
1178	40	2	2	38
1179	40	2	30	10
1180	36	2	36	0
1181	38	2	28	10
1182	38	2	3	35
1183	36	2	36	0
1184	40	2	37	3
1185	40	2	40	0
1186	40	2	40	0
1187	38	2	38	0
1188	36	2	36	0
1189	36	2	32	4
1190	38	2	36	2
1191	34	2	14	20
1192	40	2	40	0
1193	38	2	35	3
1194	38	2	33	5
1195	40	2	34	6
1196	40	2	36	4
1197	40	2	34	6
1198	40	2	36	4
1199	40	2	38	2
1200	40	2	38	2
1201	38	2	36	2
1202	40	2	31	9
1203	40	2	37	3
1204	40	2	27	13
1205	40	2	28	12
1206	40	2	27	13
1207	40	2	36	4
1208	38	2	36	2
1209	38	2	36	2
1210	38	2	36	2
1211	38	2	36	2
1212	38	2	33	5
1213	40	2	10	30
1214	40	2	37	3
1215	40	2	37	3
1216	40	2	28	12
1217	40	2	6	34
1218	40	2	36	4
1219	40	2	40	0
1220	40	2	40	0
1221	40	2	6	34
1222	40	2	40	0
1223	40	2	37	3
1224	40	2	22	18
1225	40	2	22	18
1226	40	2	21	19
1227	40	2	21	19
1228	40	2	21	19
1229	40	2	20	20
1230	40	2	40	0
1231	40	2	35	5
1232	40	2	21	19
1233	40	2	21	19
1234	40	2	22	18
1235	40	2	21	19
1236	40	2	20	20
1237	40	2	21	19
1238	40	2	21	19
1239	40	2	38	2
1240	40	2	19	21
1241	40	2	21	19
1242	40	2	21	19
1243	40	2	20	20
1244	40	2	20	20
1245	40	2	20	20
1246	40	2	40	0
1247	40	2	20	20
1248	40	2	28	12
1249	40	2	38	2
1250	40	2	20	20
1251	40	2	20	20
1252	40	2	36	4
1253	40	2	21	19
1254	40	2	26	14
1255	40	2	38	2
1256	40	2	28	12
1257	40	2	38	2
1258	40	2	40	0
1259	38	2	38	0
1260	38	2	33	5
1261	38	2	35	3
1262	40	2	20	20
1263	40	2	20	20
1264	40	2	21	19
1265	40	2	38	2
1266	40	2	38	2
1267	40	2	20	20
1268	40	2	26	14
1269	40	2	20	20
1270	40	2	20	20
1271	40	2	20	20
1272	40	2	31	9
1273	40	2	40	0
1274	40	2	33	7
1275	40	2	40	0
1276	40	2	34	6
1277	40	2	25	15
1278	40	2	25	15
1279	40	2	26	14
1280	40	2	25	15
1281	40	2	25	15
1282	40	2	25	15
1283	40	2	25	15
1284	40	2	20	20
1285	40	2	20	20
1286	40	2	32	8
1287	40	2	20	20
1288	40	2	20	20
1289	40	2	20	20
1290	40	2	20	20
1291	40	2	20	20
1292	40	2	37	3
1293	40	2	20	20
1294	40	2	33	7
1295	40	2	32	8
1296	40	2	33	7
1297	40	2	20	20
1298	40	2	38	2
